date,fremont_bridge,temperature_2m,precipitation,wind_speed_10m
2016-07-08,3974.0,16.554166666666667,4.1,14.820833333333333
2016-07-09,2029.0,16.325,6.8999999999999995,12.5375
2016-07-10,2229.0,15.725,1.7,4.429166666666666
2016-07-11,4145.0,16.020833333333332,0.6000000000000001,6.2875000000000005
2016-07-12,4384.0,16.720833333333335,0.2,4.7375
2016-07-13,4696.0,16.870833333333334,0.6000000000000001,4.545833333333333
2016-07-14,4621.0,16.304166666666667,0.0,7.045833333333333
2016-07-15,3836.0,16.474999999999998,0.0,6.945833333333333
2016-07-16,2069.0,16.970833333333335,0.0,7.058333333333334
2016-07-17,2037.0,18.391666666666666,0.0,3.779166666666667
2016-07-18,3897.0,18.145833333333332,2.5,5.733333333333333
2016-07-19,4478.0,18.133333333333333,0.30000000000000004,8.341666666666667
2016-07-20,4648.0,18.745833333333334,0.0,4.566666666666666
2016-07-21,4551.0,19.395833333333332,0.0,9.629166666666666
2016-07-22,2078.0,18.804166666666667,1.8,9.495833333333334
2016-07-23,2107.0,16.729166666666668,1.8,4.470833333333333
2016-07-24,2170.0,17.608333333333334,0.0,7.908333333333334
2016-07-25,4375.0,20.454166666666666,0.0,6.5375000000000005
2016-07-26,4744.0,20.145833333333332,0.0,6.233333333333333
2016-07-27,4794.0,20.175,0.0,6.733333333333333
2016-07-28,4483.0,21.633333333333336,0.0,7.954166666666667
2016-07-29,3938.0,22.3125,0.0,7.520833333333333
2016-07-30,2131.0,20.224999999999998,0.0,8.174999999999999
2016-07-31,2105.0,18.179166666666667,0.4,7.733333333333333
2016-08-01,4249.0,18.104166666666668,0.0,4.1000000000000005
2016-08-02,3557.0,17.2375,6.0,7.445833333333333
2016-08-03,4521.0,16.733333333333334,0.4,4.779166666666667
2016-08-04,4523.0,17.900000000000002,0.0,9.729166666666666
2016-08-05,3855.0,19.175,0.0,7.195833333333333
2016-08-06,1978.0,16.441666666666666,0.0,7.625
2016-08-07,1604.0,16.808333333333334,0.2,6.3500000000000005
2016-08-08,3513.0,15.779166666666667,4.3,3.9375
2016-08-09,4161.0,16.7375,0.8,6.370833333333334
2016-08-10,4510.0,17.662499999999998,0.0,2.7416666666666667
2016-08-11,4569.0,18.400000000000002,0.0,8.137500000000001
2016-08-12,3873.0,20.770833333333332,0.0,7.954166666666667
2016-08-13,1891.0,22.541666666666668,0.0,6.141666666666667
2016-08-14,2602.0,21.979166666666668,0.0,6.375
2016-08-15,4366.0,20.495833333333334,0.0,6.154166666666666
2016-08-16,4670.0,20.354166666666668,0.0,5.895833333333333
2016-08-17,4611.0,20.1375,0.0,6.6000000000000005
2016-08-18,4441.0,21.354166666666668,0.0,9.512500000000001
2016-08-19,3724.0,23.325,0.0,8.908333333333333
2016-08-20,1951.0,23.316666666666666,0.0,6.675000000000001
2016-08-21,1744.0,20.933333333333334,0.0,10.954166666666666
2016-08-22,4292.0,16.908333333333335,0.1,6.358333333333333
2016-08-23,4685.0,16.837500000000002,0.0,7.520833333333333
